age,job,marital,education,default,housing,loan,id
45,admin.,married,unknown,unknown,yes,no,26863
44,blue-collar,married,basic.4y,no,yes,no,33033
36,blue-collar,married,basic.4y,unknown,yes,no,1865
32,admin.,single,high.school,no,yes,no,4493
26,student,single,high.school,unknown,yes,no,37379
44,admin.,married,basic.6y,no,no,no,34414
34,blue-collar,married,basic.9y,no,yes,yes,5438
34,admin.,single,university.degree,no,no,no,1147
44,management,married,university.degree,no,no,no,37585
27,admin.,divorced,high.school,no,no,no,29701
52,admin.,married,high.school,no,no,no,33887
28,student,single,high.school,no,no,no,17466
36,admin.,married,university.degree,no,yes,no,19706
28,blue-collar,married,basic.9y,unknown,no,no,11119
32,technician,married,basic.9y,unknown,no,no,51
53,blue-collar,married,basic.4y,no,yes,no,22782
54,retired,married,basic.4y,no,yes,no,37438
40,services,married,basic.6y,no,yes,no,17228
38,technician,divorced,high.school,no,no,no,29874
55,blue-collar,married,basic.4y,unknown,yes,no,12413
30,services,single,high.school,no,yes,no,4975
49,management,married,university.degree,no,no,no,15118
39,services,married,basic.9y,no,no,yes,10723
36,management,single,university.degree,no,yes,no,6411
31,technician,married,professional.course,unknown,yes,no,23767
47,technician,married,professional.course,no,yes,no,37258
35,admin.,single,university.degree,no,no,no,7235
33,blue-collar,married,basic.9y,no,no,yes,37039
36,admin.,single,university.degree,no,no,no,13870
32,technician,single,professional.course,no,yes,no,33316
26,technician,married,professional.course,no,no,no,31452
30,entrepreneur,single,high.school,no,no,yes,19435
33,technician,married,university.degree,unknown,yes,no,18717
40,entrepreneur,married,basic.9y,no,yes,no,7020
51,admin.,married,basic.6y,unknown,yes,no,13375
33,admin.,single,university.degree,no,yes,no,35116
42,technician,married,university.degree,no,no,yes,10102
46,technician,married,professional.course,no,no,no,11960
39,admin.,married,university.degree,no,yes,no,8756
34,unknown,married,basic.4y,no,yes,no,19498
29,technician,single,professional.course,no,no,no,4673
48,self-employed,divorced,university.degree,no,no,no,3000
36,admin.,single,university.degree,no,no,yes,27636
60,technician,married,professional.course,no,no,no,18045
51,management,married,high.school,no,yes,yes,15494
41,admin.,married,university.degree,no,yes,no,35272
36,blue-collar,married,basic.9y,unknown,yes,no,20559
52,blue-collar,married,basic.4y,unknown,yes,no,35687
35,admin.,married,professional.course,no,no,yes,19758
46,blue-collar,married,basic.6y,unknown,no,yes,6699
28,technician,single,high.school,no,yes,no,40024
47,self-employed,married,basic.9y,unknown,yes,no,10221
24,unemployed,single,high.school,no,yes,no,35575
38,entrepreneur,married,unknown,unknown,no,no,38505
57,entrepreneur,married,university.degree,unknown,unknown,unknown,4736
32,technician,single,professional.course,no,yes,no,7988
61,management,married,university.degree,no,no,no,33506
53,technician,married,professional.course,no,yes,no,1995
32,technician,single,university.degree,no,yes,yes,24012
38,admin.,divorced,university.degree,no,yes,no,6143
35,technician,married,university.degree,no,yes,no,34568
28,admin.,single,high.school,no,no,no,14747
31,blue-collar,single,basic.9y,no,no,no,10351
50,management,married,university.degree,no,no,no,27159
69,retired,married,basic.4y,no,no,no,18569
36,self-employed,married,high.school,unknown,yes,no,14005
33,admin.,single,university.degree,no,yes,no,34386
43,blue-collar,married,basic.6y,unknown,no,no,39939
24,unemployed,married,university.degree,no,yes,no,29294
53,services,married,high.school,no,yes,no,13750
33,admin.,married,high.school,no,no,no,16727
41,self-employed,married,high.school,no,yes,no,23749
51,admin.,married,high.school,no,yes,no,22648
37,management,married,university.degree,no,yes,yes,9913
46,admin.,married,high.school,no,yes,yes,4275
39,self-employed,married,basic.9y,unknown,no,no,22174
30,admin.,single,university.degree,no,yes,no,35176
28,admin.,married,high.school,no,yes,no,31599
37,technician,single,professional.course,no,yes,no,35971
34,admin.,single,university.degree,no,no,no,37479
42,services,married,high.school,no,yes,no,3520
30,management,single,university.degree,no,no,yes,8783
30,services,married,high.school,no,no,yes,19814
58,technician,divorced,basic.9y,no,no,no,16041
40,services,single,high.school,no,yes,no,3837
59,technician,married,university.degree,unknown,no,yes,29999
41,admin.,married,high.school,no,no,no,25263
27,services,single,high.school,no,yes,no,7397
48,admin.,married,high.school,no,yes,no,12576
50,blue-collar,married,basic.6y,no,no,no,28211
46,admin.,married,university.degree,no,yes,no,10320
33,services,married,university.degree,unknown,no,no,21819
35,entrepreneur,divorced,university.degree,no,no,no,40258
28,blue-collar,married,basic.4y,no,no,yes,28361
46,admin.,single,university.degree,no,unknown,unknown,541
24,services,single,high.school,no,no,no,10101
47,services,married,basic.6y,no,no,no,24497
28,admin.,single,high.school,no,no,no,18560
43,blue-collar,married,basic.9y,no,no,yes,14929
31,management,married,high.school,no,yes,no,23272
25,technician,single,university.degree,no,no,yes,11011
32,blue-collar,married,basic.6y,no,yes,no,754
34,self-employed,married,illiterate,no,yes,no,13779
50,management,divorced,university.degree,no,no,no,15449
32,admin.,single,university.degree,no,yes,no,32407
24,services,single,high.school,no,no,no,39156
25,management,single,university.degree,no,yes,no,28854
48,admin.,married,high.school,no,no,no,17525
41,blue-collar,married,unknown,no,yes,yes,6217
60,housemaid,married,basic.4y,no,no,no,12687
46,self-employed,married,basic.4y,unknown,no,no,8495
55,blue-collar,married,basic.6y,unknown,no,no,35409
35,blue-collar,single,high.school,no,yes,no,13327
30,services,married,high.school,unknown,yes,no,22268
29,admin.,single,high.school,no,no,no,27996
60,management,married,university.degree,no,no,no,23343
29,self-employed,married,high.school,no,no,no,3928
40,blue-collar,married,basic.9y,unknown,yes,no,39806
28,blue-collar,married,basic.9y,unknown,no,no,25536
56,retired,married,basic.4y,no,yes,yes,12894
39,admin.,married,university.degree,no,no,no,14077
25,services,single,basic.9y,no,no,no,24734
39,housemaid,married,professional.course,no,yes,no,33542
43,admin.,single,university.degree,no,yes,no,14528
41,admin.,married,university.degree,no,yes,no,40774
58,management,divorced,university.degree,no,no,no,19868
28,student,single,basic.9y,no,yes,no,26868
30,technician,married,university.degree,no,yes,no,32668
44,housemaid,married,basic.4y,unknown,yes,no,4831
51,blue-collar,married,unknown,unknown,no,yes,34970
57,housemaid,married,basic.4y,no,yes,no,2114
43,services,married,basic.6y,unknown,yes,yes,34666
25,student,single,high.school,no,no,no,19449
39,technician,single,professional.course,no,no,no,11028
45,management,divorced,university.degree,no,no,no,18391
31,services,single,basic.9y,unknown,yes,no,9716
27,student,single,high.school,no,yes,yes,2996
28,admin.,single,high.school,no,yes,no,34360
30,admin.,married,university.degree,no,yes,no,14349
33,admin.,single,university.degree,no,no,no,37893
59,admin.,married,high.school,no,yes,no,32507
54,admin.,married,university.degree,no,yes,no,21626
29,admin.,single,high.school,no,yes,no,7789
46,services,married,high.school,no,no,no,27172
34,self-employed,married,basic.9y,unknown,no,no,36026
29,blue-collar,married,basic.4y,no,no,yes,32381
41,services,married,high.school,no,no,no,27715
29,admin.,married,high.school,no,no,no,29837
45,blue-collar,married,basic.9y,unknown,yes,no,16117
43,retired,married,basic.4y,unknown,no,no,23518
33,blue-collar,married,basic.4y,no,no,no,1240
39,management,married,high.school,no,yes,yes,7553
33,blue-collar,single,basic.4y,no,yes,no,15959
38,technician,divorced,professional.course,no,no,yes,18579
44,services,married,basic.4y,unknown,yes,no,3727
34,technician,single,professional.course,no,yes,no,22763
33,technician,married,professional.course,no,yes,no,40858
32,services,married,basic.4y,no,yes,yes,310
39,admin.,single,high.school,no,no,no,457
38,blue-collar,married,high.school,no,no,no,29895
31,technician,married,professional.course,no,yes,no,15069
27,technician,single,professional.course,no,no,no,38171
36,technician,single,professional.course,no,no,no,36486
32,services,married,high.school,unknown,yes,yes,14369
27,technician,single,high.school,unknown,no,yes,23167
58,blue-collar,divorced,basic.4y,unknown,no,no,30136
35,admin.,married,university.degree,no,unknown,unknown,3932
28,admin.,single,high.school,no,yes,no,27322
27,management,single,university.degree,no,yes,no,25363
56,housemaid,married,basic.4y,no,no,yes,17062
35,services,married,basic.9y,no,no,no,38023
46,blue-collar,married,basic.9y,no,no,no,1806
33,admin.,married,high.school,unknown,no,no,12623
57,blue-collar,married,basic.9y,no,yes,no,40980
32,admin.,married,university.degree,no,yes,yes,7025
57,admin.,single,university.degree,unknown,no,no,25405
35,admin.,married,university.degree,no,no,no,1354
35,blue-collar,married,basic.9y,unknown,yes,no,7521
37,admin.,married,university.degree,unknown,yes,no,35297
29,entrepreneur,married,basic.4y,unknown,no,no,8918
46,blue-collar,married,basic.6y,unknown,yes,no,34121
64,retired,married,university.degree,no,no,no,16148
55,admin.,married,high.school,no,no,no,37230
42,admin.,married,professional.course,no,yes,yes,40752
56,retired,married,basic.6y,no,no,no,25873
30,services,single,high.school,no,no,no,21560
42,retired,divorced,illiterate,no,no,no,41050
40,technician,married,professional.course,unknown,yes,yes,31647
31,technician,married,professional.course,no,yes,no,33448
40,admin.,married,high.school,no,no,yes,20030
38,admin.,married,basic.6y,no,no,no,10013
46,management,married,university.degree,no,yes,no,7906
40,admin.,single,high.school,no,yes,yes,3004
35,blue-collar,married,basic.9y,no,no,no,22173
35,student,single,university.degree,unknown,yes,no,29289
32,management,single,university.degree,no,yes,no,23737
35,blue-collar,single,basic.9y,unknown,yes,no,25049
45,blue-collar,married,basic.6y,unknown,yes,no,32657
42,blue-collar,married,basic.4y,unknown,yes,no,4876
59,retired,married,basic.6y,no,yes,no,24790
42,self-employed,married,university.degree,no,no,no,4689
30,management,married,basic.9y,no,yes,no,18584
35,blue-collar,married,basic.6y,no,yes,no,7412
53,entrepreneur,married,basic.9y,unknown,yes,no,25339
51,admin.,married,high.school,no,no,yes,27277
43,unemployed,married,university.degree,unknown,yes,no,9262
41,housemaid,married,basic.4y,unknown,no,no,2421
33,services,married,professional.course,no,no,no,24100
50,management,married,basic.6y,no,no,no,30112
30,technician,married,professional.course,no,yes,yes,37403
44,unemployed,married,high.school,no,yes,no,32289
30,technician,married,professional.course,no,yes,yes,9553
37,admin.,single,university.degree,no,yes,yes,8830
44,technician,married,high.school,no,no,no,40992
49,blue-collar,married,basic.4y,no,no,no,12100
37,admin.,married,university.degree,no,no,no,6155
29,management,single,basic.9y,no,yes,yes,22515
29,services,married,basic.9y,no,yes,no,13925
52,admin.,married,university.degree,no,yes,no,23515
42,management,single,university.degree,unknown,no,yes,39124
30,technician,single,university.degree,no,no,no,23249
48,admin.,married,unknown,unknown,no,no,18627
32,management,single,university.degree,no,no,no,23480
50,blue-collar,married,basic.4y,unknown,no,no,8603
35,services,divorced,basic.9y,no,yes,yes,3325
35,admin.,divorced,high.school,no,yes,yes,24441
34,self-employed,married,basic.4y,unknown,no,no,34844
52,blue-collar,divorced,basic.4y,unknown,no,no,19062
32,blue-collar,married,basic.9y,no,unknown,unknown,7132
29,services,single,university.degree,no,no,no,32577
35,entrepreneur,single,university.degree,no,yes,no,8482
31,unemployed,single,university.degree,no,yes,no,39523
38,admin.,married,university.degree,unknown,yes,no,30766
38,technician,single,high.school,unknown,yes,yes,3880
33,admin.,married,university.degree,no,yes,no,25432
41,admin.,married,high.school,no,no,no,34747
35,blue-collar,married,basic.9y,unknown,yes,no,4703
30,technician,married,university.degree,no,yes,yes,4603
26,self-employed,single,university.degree,no,no,no,28665
34,management,single,high.school,no,yes,no,1034
42,technician,married,professional.course,no,yes,yes,23530
38,technician,divorced,university.degree,no,no,no,5334
45,blue-collar,married,basic.9y,no,no,no,40893
59,retired,single,high.school,no,no,no,38516
38,blue-collar,married,professional.course,unknown,no,no,3513
31,student,single,unknown,unknown,no,no,23261
31,admin.,divorced,high.school,no,no,no,3640
36,entrepreneur,married,university.degree,no,yes,yes,21716
43,admin.,divorced,high.school,no,yes,yes,29938
33,technician,unknown,professional.course,unknown,yes,no,27831
81,retired,married,professional.course,no,yes,no,40433
34,services,single,basic.9y,no,no,no,32708
29,admin.,unknown,professional.course,no,yes,no,39237
45,self-employed,divorced,university.degree,no,no,yes,3017
48,entrepreneur,married,basic.9y,unknown,no,no,39043
28,services,single,basic.6y,no,no,no,39077
43,technician,married,professional.course,no,yes,no,5060
55,retired,single,high.school,no,yes,no,4580
31,management,married,university.degree,no,yes,no,34175
41,technician,married,professional.course,no,no,no,28514
30,admin.,single,university.degree,no,yes,no,5385
34,services,married,high.school,no,yes,no,6000
36,blue-collar,married,basic.6y,unknown,yes,no,23129
40,technician,married,university.degree,no,no,no,22809
27,management,married,university.degree,no,no,no,15340
43,services,married,university.degree,no,yes,no,3410
59,services,married,high.school,no,yes,no,38542
46,admin.,married,basic.4y,no,no,no,13675
37,self-employed,single,university.degree,no,yes,no,41065
31,admin.,married,high.school,no,yes,no,34475
31,admin.,single,university.degree,no,yes,no,36552
44,admin.,married,university.degree,no,yes,no,8034
30,self-employed,married,professional.course,unknown,yes,no,20064
30,management,single,university.degree,no,no,yes,10619
37,blue-collar,married,basic.4y,unknown,no,no,27948
46,services,married,high.school,no,no,no,23362
53,technician,married,professional.course,no,yes,no,5284
39,admin.,single,high.school,no,no,no,16616
36,blue-collar,married,basic.9y,no,yes,no,27875
45,admin.,divorced,university.degree,no,no,no,17473
31,blue-collar,single,high.school,no,yes,no,30570
29,admin.,single,university.degree,no,yes,no,37208
