contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,id
cellular,may,thu,131,2,999,0,nonexistent,30363
cellular,nov,tue,130,3,999,0,nonexistent,11188
telephone,may,wed,98,1,999,0,nonexistent,19674
cellular,jul,thu,73,10,999,0,nonexistent,21532
cellular,jul,wed,179,2,999,0,nonexistent,8869
cellular,may,fri,19,6,999,0,nonexistent,19491
telephone,may,mon,252,1,999,0,nonexistent,573
cellular,may,thu,792,3,999,0,nonexistent,37639
telephone,jun,wed,290,2,999,0,nonexistent,18227
cellular,may,thu,47,1,999,0,nonexistent,12058
cellular,oct,mon,251,1,999,0,nonexistent,20431
telephone,jun,mon,80,4,999,0,nonexistent,40594
telephone,may,fri,179,2,999,0,nonexistent,24701
cellular,nov,mon,85,1,999,1,failure,22886
cellular,apr,thu,132,2,999,0,nonexistent,1072
cellular,may,mon,174,2,999,0,nonexistent,7138
cellular,nov,thu,370,2,999,0,nonexistent,5505
cellular,nov,wed,117,1,999,0,nonexistent,11597
telephone,may,wed,281,1,999,0,nonexistent,5986
cellular,nov,wed,20,1,999,1,failure,38135
telephone,jun,mon,353,2,999,0,nonexistent,40954
cellular,aug,mon,115,1,999,0,nonexistent,9487
telephone,jun,thu,62,6,999,0,nonexistent,2158
cellular,may,thu,230,1,999,0,nonexistent,20823
cellular,may,fri,119,1,999,0,nonexistent,30368
telephone,may,tue,84,4,999,0,nonexistent,31238
cellular,aug,thu,151,3,999,0,nonexistent,8060
cellular,jun,tue,191,1,999,0,nonexistent,20279
cellular,aug,mon,44,1,999,0,nonexistent,39818
telephone,jun,tue,228,2,999,0,nonexistent,19205
cellular,aug,thu,64,1,999,0,nonexistent,5566
cellular,aug,mon,71,2,999,0,nonexistent,25436
telephone,jun,mon,175,2,999,0,nonexistent,35793
cellular,aug,tue,61,4,999,0,nonexistent,13204
cellular,apr,wed,59,3,999,0,nonexistent,27202
cellular,nov,tue,68,3,999,0,nonexistent,25871
cellular,jul,thu,328,1,999,0,nonexistent,5326
cellular,jul,fri,67,11,999,0,nonexistent,36104
cellular,aug,thu,107,1,999,0,nonexistent,2257
cellular,jul,tue,56,3,999,0,nonexistent,9256
cellular,aug,wed,219,1,999,0,nonexistent,22947
cellular,jul,tue,209,4,999,0,nonexistent,36323
telephone,may,tue,610,2,999,0,nonexistent,35199
cellular,apr,tue,189,2,999,0,nonexistent,13629
cellular,jul,fri,111,1,999,0,nonexistent,5404
cellular,aug,fri,332,2,999,0,nonexistent,13385
cellular,nov,wed,212,3,999,0,nonexistent,36986
telephone,jul,wed,130,2,999,0,nonexistent,28515
telephone,may,tue,193,5,999,0,nonexistent,4229
telephone,may,mon,24,1,999,0,nonexistent,32575
telephone,jun,mon,178,7,999,0,nonexistent,31031
telephone,may,wed,44,3,999,0,nonexistent,28732
telephone,jun,mon,152,2,999,0,nonexistent,13789
cellular,aug,wed,562,3,999,0,nonexistent,36802
cellular,apr,thu,250,1,999,0,nonexistent,9303
telephone,may,thu,414,1,6,2,success,13338
cellular,may,wed,863,3,999,0,nonexistent,40653
cellular,oct,wed,1386,1,999,0,nonexistent,21152
cellular,jul,tue,359,1,999,0,nonexistent,21750
cellular,jul,tue,217,1,999,0,nonexistent,5564
cellular,aug,thu,448,3,999,0,nonexistent,31541
cellular,apr,wed,349,1,999,0,nonexistent,15345
cellular,may,fri,251,1,1,2,success,32294
cellular,may,fri,219,6,999,0,nonexistent,40837
telephone,may,mon,29,3,999,0,nonexistent,39230
telephone,jun,wed,263,1,999,2,failure,16880
telephone,may,tue,82,9,999,0,nonexistent,23323
cellular,jul,fri,968,1,999,0,nonexistent,39987
cellular,may,fri,347,1,999,0,nonexistent,37288
cellular,may,tue,104,5,999,0,nonexistent,240
telephone,may,tue,174,1,999,0,nonexistent,3389
cellular,may,mon,110,1,999,1,failure,24055
cellular,may,fri,150,1,999,0,nonexistent,35565
telephone,jun,fri,322,1,999,0,nonexistent,11323
telephone,may,tue,157,2,999,0,nonexistent,2316
cellular,aug,wed,246,1,999,0,nonexistent,20838
cellular,apr,tue,106,1,999,0,nonexistent,21358
telephone,nov,mon,76,1,999,0,nonexistent,5542
cellular,nov,fri,7,4,999,0,nonexistent,3845
telephone,may,fri,33,2,999,0,nonexistent,15756
cellular,jul,mon,234,1,999,0,nonexistent,38479
cellular,jul,tue,161,1,999,0,nonexistent,40884
cellular,nov,mon,61,3,999,0,nonexistent,13766
telephone,may,thu,114,1,999,0,nonexistent,40527
telephone,may,mon,41,1,999,0,nonexistent,26665
cellular,may,tue,165,2,999,1,failure,34727
cellular,nov,thu,286,6,999,1,failure,23973
cellular,aug,thu,51,7,999,0,nonexistent,16171
cellular,aug,tue,367,1,999,0,nonexistent,32877
cellular,aug,wed,114,3,999,0,nonexistent,6435
telephone,oct,thu,171,1,999,0,nonexistent,26910
cellular,may,wed,734,2,999,0,nonexistent,24599
cellular,nov,thu,91,3,999,0,nonexistent,31172
cellular,jul,tue,138,1,999,0,nonexistent,5641
telephone,may,tue,159,1,999,0,nonexistent,19283
cellular,aug,tue,60,4,999,0,nonexistent,11182
cellular,apr,wed,110,1,999,0,nonexistent,33379
cellular,jul,wed,761,1,999,0,nonexistent,38627
cellular,mar,tue,207,1,999,0,nonexistent,9343
cellular,aug,thu,137,1,999,0,nonexistent,24422
cellular,may,tue,83,1,1,1,success,21465
cellular,aug,thu,210,2,999,0,nonexistent,2813
telephone,may,tue,213,3,999,0,nonexistent,24436
cellular,aug,thu,46,2,999,0,nonexistent,12178
telephone,jun,mon,184,3,999,0,nonexistent,34620
cellular,jul,thu,99,1,999,0,nonexistent,21655
cellular,apr,mon,41,3,999,0,nonexistent,39281
cellular,apr,tue,226,2,999,0,nonexistent,20550
telephone,jun,tue,41,1,999,0,nonexistent,3731
cellular,nov,wed,164,2,999,0,nonexistent,20810
telephone,may,wed,179,2,999,0,nonexistent,22610
cellular,may,tue,323,2,999,0,nonexistent,18553
cellular,aug,mon,370,2,999,0,nonexistent,26869
cellular,aug,tue,252,3,999,0,nonexistent,28901
telephone,may,wed,162,1,999,0,nonexistent,10756
cellular,may,thu,85,3,999,0,nonexistent,32384
cellular,sep,thu,134,1,999,0,nonexistent,23430
cellular,jul,thu,804,1,999,0,nonexistent,39643
telephone,jun,wed,229,6,999,0,nonexistent,23020
cellular,jul,wed,873,2,999,0,nonexistent,2461
cellular,nov,thu,77,2,999,0,nonexistent,12511
cellular,nov,thu,97,2,6,3,success,33156
cellular,jul,wed,166,1,999,0,nonexistent,20488
cellular,jul,thu,36,1,999,0,nonexistent,30568
telephone,may,tue,106,1,999,0,nonexistent,8000
cellular,may,wed,483,2,999,0,nonexistent,10327
cellular,jul,wed,115,2,999,0,nonexistent,17981
cellular,aug,wed,38,3,999,0,nonexistent,10857
cellular,may,mon,171,2,999,0,nonexistent,12524
cellular,jul,tue,325,1,999,0,nonexistent,15422
cellular,aug,wed,175,1,999,0,nonexistent,32458
cellular,jul,mon,849,1,999,0,nonexistent,3692
cellular,apr,fri,108,2,999,1,failure,22117
cellular,apr,fri,86,1,999,0,nonexistent,28192
cellular,may,mon,104,3,999,0,nonexistent,23969
telephone,jun,thu,74,5,999,0,nonexistent,18732
cellular,aug,tue,121,1,999,0,nonexistent,39384
telephone,jun,fri,34,16,999,0,nonexistent,30043
cellular,may,fri,317,1,999,0,nonexistent,38736
telephone,may,tue,498,1,999,0,nonexistent,6922
telephone,may,thu,54,2,999,0,nonexistent,12453
telephone,may,thu,109,4,999,0,nonexistent,33775
cellular,aug,tue,260,2,999,0,nonexistent,22795
cellular,aug,wed,78,3,999,0,nonexistent,1203
telephone,jun,wed,316,1,999,0,nonexistent,1525
cellular,may,mon,63,1,999,0,nonexistent,4250
cellular,nov,fri,159,2,999,0,nonexistent,10788
cellular,may,fri,61,2,999,0,nonexistent,4942
telephone,may,thu,1207,1,999,0,nonexistent,7198
telephone,may,fri,225,4,999,0,nonexistent,12555
cellular,aug,mon,119,6,999,0,nonexistent,9924
cellular,nov,thu,184,1,999,1,failure,32894
cellular,may,mon,522,6,999,0,nonexistent,40469
cellular,may,fri,124,1,999,0,nonexistent,13819
cellular,dec,thu,284,1,999,1,failure,37426
telephone,oct,wed,129,3,999,0,nonexistent,554
cellular,nov,wed,755,1,999,0,nonexistent,13388
telephone,may,wed,182,2,999,0,nonexistent,8661
cellular,aug,thu,191,2,999,0,nonexistent,22846
cellular,jul,tue,155,1,999,0,nonexistent,13349
cellular,may,tue,295,1,999,0,nonexistent,6660
cellular,may,wed,217,2,999,0,nonexistent,36036
cellular,jul,mon,256,1,999,0,nonexistent,20738
cellular,jul,fri,75,1,999,0,nonexistent,9047
telephone,jun,fri,223,3,999,0,nonexistent,35983
cellular,may,mon,86,4,999,0,nonexistent,40364
cellular,jul,thu,628,1,999,0,nonexistent,40092
cellular,may,wed,10,5,999,0,nonexistent,23186
telephone,may,wed,151,3,999,0,nonexistent,9786
cellular,aug,mon,199,5,999,0,nonexistent,15637
telephone,may,thu,166,1,999,0,nonexistent,27371
cellular,sep,thu,209,1,999,0,nonexistent,28711
cellular,jul,mon,385,5,999,0,nonexistent,33567
telephone,may,fri,156,5,999,0,nonexistent,20647
cellular,aug,tue,177,1,999,0,nonexistent,25294
cellular,jul,thu,487,1,999,0,nonexistent,15839
telephone,jun,fri,13,10,999,0,nonexistent,27289
cellular,aug,mon,112,1,999,0,nonexistent,17331
cellular,jun,tue,96,1,999,0,nonexistent,1219
telephone,jun,wed,109,3,999,0,nonexistent,27987
cellular,aug,tue,417,1,999,0,nonexistent,2921
cellular,nov,tue,409,2,999,0,nonexistent,7656
cellular,aug,thu,215,1,999,0,nonexistent,2148
telephone,jun,wed,48,1,999,0,nonexistent,17497
cellular,jul,wed,429,1,999,0,nonexistent,38170
cellular,aug,fri,207,4,999,0,nonexistent,6251
cellular,apr,fri,183,3,999,1,failure,13105
telephone,jun,fri,29,4,999,0,nonexistent,8248
cellular,aug,fri,379,3,999,0,nonexistent,1402
telephone,may,thu,166,3,999,0,nonexistent,24801
cellular,aug,thu,70,6,999,0,nonexistent,22874
cellular,nov,fri,61,2,999,0,nonexistent,11548
cellular,jul,thu,823,1,999,0,nonexistent,36640
telephone,nov,thu,72,3,999,0,nonexistent,19354
telephone,may,wed,133,1,999,0,nonexistent,25228
telephone,may,fri,370,1,999,0,nonexistent,40529
cellular,nov,mon,238,1,999,0,nonexistent,27720
telephone,may,fri,159,3,999,0,nonexistent,34591
telephone,may,wed,406,2,999,0,nonexistent,28904
cellular,oct,mon,143,2,999,0,nonexistent,19903
telephone,may,wed,287,3,999,0,nonexistent,34952
cellular,jul,tue,102,5,999,0,nonexistent,2901
telephone,jul,thu,202,2,999,0,nonexistent,30883
cellular,jul,wed,25,1,999,0,nonexistent,5962
telephone,jun,wed,190,3,999,0,nonexistent,40302
cellular,jul,fri,243,2,999,0,nonexistent,32869
telephone,jun,thu,11,1,999,0,nonexistent,1793
telephone,may,mon,180,1,999,0,nonexistent,9799
cellular,apr,fri,224,2,999,0,nonexistent,39132
cellular,may,fri,1077,1,999,0,nonexistent,35795
cellular,jul,mon,445,4,999,0,nonexistent,28623
cellular,aug,fri,205,2,999,0,nonexistent,21807
telephone,may,thu,105,1,999,0,nonexistent,33849
cellular,may,wed,523,2,999,1,failure,30847
telephone,may,thu,293,2,999,0,nonexistent,1529
cellular,aug,wed,58,3,999,0,nonexistent,31962
cellular,jul,thu,160,4,999,0,nonexistent,13757
cellular,aug,tue,73,1,999,0,nonexistent,20386
cellular,nov,mon,263,1,999,1,failure,6176
cellular,aug,mon,105,2,999,0,nonexistent,2207
cellular,jul,mon,50,5,999,0,nonexistent,40176
cellular,aug,fri,94,4,999,0,nonexistent,1623
telephone,may,mon,469,2,999,0,nonexistent,3839
telephone,may,tue,249,3,999,0,nonexistent,33492
cellular,may,thu,1071,2,999,0,nonexistent,34919
telephone,jun,mon,230,3,999,0,nonexistent,35641
telephone,may,thu,311,5,999,0,nonexistent,6480
cellular,aug,tue,425,2,999,0,nonexistent,28386
cellular,aug,fri,562,2,3,3,success,31504
cellular,jun,tue,276,2,999,0,nonexistent,32452
telephone,may,wed,249,2,999,0,nonexistent,26407
cellular,jul,wed,705,1,999,0,nonexistent,21302
cellular,dec,fri,379,3,6,1,success,34481
cellular,aug,tue,398,1,999,0,nonexistent,27238
cellular,jul,mon,295,1,999,0,nonexistent,28154
cellular,sep,mon,161,1,999,0,nonexistent,12018
cellular,aug,fri,136,1,999,0,nonexistent,7253
cellular,jul,tue,87,2,999,0,nonexistent,39119
cellular,nov,tue,850,2,999,0,nonexistent,21216
cellular,oct,fri,278,1,999,0,nonexistent,10278
cellular,may,mon,150,1,999,0,nonexistent,31818
cellular,jul,wed,168,1,999,0,nonexistent,11124
cellular,jul,fri,64,2,999,0,nonexistent,2974
telephone,jun,thu,409,1,999,0,nonexistent,8492
cellular,aug,wed,605,2,999,0,nonexistent,6563
cellular,aug,fri,358,3,999,0,nonexistent,15377
cellular,may,fri,383,1,999,1,failure,30484
cellular,jul,wed,266,5,999,0,nonexistent,20082
telephone,may,wed,188,1,999,0,nonexistent,41046
cellular,apr,mon,54,2,999,0,nonexistent,2102
cellular,may,tue,212,1,999,0,nonexistent,14728
cellular,sep,thu,107,1,999,0,nonexistent,26958
cellular,nov,wed,145,1,999,0,nonexistent,321
cellular,aug,wed,75,1,999,0,nonexistent,19912
telephone,nov,mon,107,2,999,0,nonexistent,8864
cellular,apr,thu,121,1,999,0,nonexistent,34139
cellular,apr,fri,236,3,999,0,nonexistent,38346
cellular,aug,wed,78,8,999,0,nonexistent,11579
cellular,apr,thu,244,1,999,0,nonexistent,10590
cellular,may,thu,84,1,999,0,nonexistent,6379
cellular,may,wed,272,1,999,1,failure,12582
cellular,aug,fri,130,1,999,0,nonexistent,37396
telephone,may,thu,413,2,999,0,nonexistent,1160
telephone,may,fri,73,1,999,0,nonexistent,19167
cellular,aug,tue,85,1,999,0,nonexistent,3415
cellular,may,tue,275,1,999,0,nonexistent,38202
cellular,jul,mon,196,2,999,0,nonexistent,37608
cellular,may,thu,196,2,999,0,nonexistent,22894
telephone,jun,fri,84,2,999,0,nonexistent,20511
cellular,nov,wed,175,1,999,0,nonexistent,11787
cellular,may,fri,9,9,999,0,nonexistent,22251
cellular,may,tue,52,3,999,0,nonexistent,787
telephone,nov,mon,60,2,999,0,nonexistent,2315
cellular,oct,thu,453,1,6,2,success,759
telephone,jun,fri,8,4,999,0,nonexistent,17058
cellular,may,fri,358,1,999,0,nonexistent,26450
cellular,oct,wed,364,1,999,1,failure,37720
telephone,jun,thu,127,6,999,0,nonexistent,7826
telephone,jun,wed,158,2,999,0,nonexistent,11993
cellular,aug,mon,124,3,999,0,nonexistent,13887
cellular,aug,wed,127,1,999,0,nonexistent,39402
telephone,may,mon,248,1,999,0,nonexistent,25522
cellular,nov,tue,114,1,999,0,nonexistent,19142
telephone,jun,wed,16,17,999,0,nonexistent,195
cellular,aug,tue,150,1,999,0,nonexistent,3797
telephone,sep,wed,234,1,999,0,nonexistent,36868
cellular,mar,wed,272,3,999,0,nonexistent,21733
telephone,may,tue,83,4,999,0,nonexistent,16858
cellular,apr,mon,583,2,999,1,failure,39521
telephone,may,thu,110,1,999,0,nonexistent,2709
cellular,may,thu,110,2,999,0,nonexistent,25683
cellular,may,mon,177,4,999,1,failure,21430
cellular,jul,thu,154,1,999,1,failure,8006
cellular,apr,mon,143,2,999,0,nonexistent,25542
cellular,nov,fri,294,2,999,0,nonexistent,2334
cellular,apr,tue,1073,1,999,0,nonexistent,30646
cellular,may,wed,44,1,999,0,nonexistent,20506
telephone,may,fri,395,2,999,0,nonexistent,31879
cellular,nov,mon,151,2,999,1,failure,1508
telephone,may,fri,59,3,999,0,nonexistent,17101
cellular,may,thu,703,4,999,0,nonexistent,2506
cellular,apr,mon,233,3,999,0,nonexistent,35923
telephone,jul,tue,289,2,999,0,nonexistent,6040
cellular,jul,mon,78,1,999,0,nonexistent,5094
cellular,may,fri,116,1,999,0,nonexistent,29241
cellular,nov,fri,1182,1,999,0,nonexistent,33646
cellular,aug,mon,280,3,999,0,nonexistent,32293
telephone,may,fri,136,2,999,0,nonexistent,31366
cellular,aug,mon,144,1,999,0,nonexistent,34256
telephone,jun,wed,867,1,999,0,nonexistent,19711
telephone,may,wed,249,2,999,0,nonexistent,40866
telephone,jul,tue,124,1,999,0,nonexistent,27473
cellular,jul,thu,33,33,999,0,nonexistent,16661
cellular,nov,mon,92,1,999,1,failure,2214
telephone,jun,fri,263,3,999,0,nonexistent,36481
cellular,may,tue,942,1,999,0,nonexistent,27278
cellular,nov,thu,732,1,999,0,nonexistent,6603
cellular,may,mon,370,5,999,0,nonexistent,22951
telephone,jun,wed,365,1,999,0,nonexistent,22443
cellular,aug,tue,265,1,4,3,success,28933
cellular,may,fri,279,1,999,0,nonexistent,1481
cellular,nov,tue,155,1,999,0,nonexistent,11693
cellular,aug,mon,92,12,999,0,nonexistent,14325
telephone,jun,wed,62,2,999,0,nonexistent,11068
cellular,may,mon,37,2,999,0,nonexistent,15451
cellular,aug,fri,358,1,999,0,nonexistent,16484
telephone,may,mon,846,2,999,0,nonexistent,1445
cellular,may,mon,241,3,999,0,nonexistent,32309
cellular,may,fri,265,1,999,1,failure,3278
cellular,jul,mon,385,3,999,0,nonexistent,21266
cellular,may,tue,178,3,999,1,failure,21290
cellular,apr,fri,1184,2,999,0,nonexistent,33339
cellular,jun,tue,279,1,999,4,failure,27817
cellular,apr,mon,89,3,999,1,failure,25502
telephone,may,thu,117,3,999,0,nonexistent,14759
telephone,may,wed,204,1,999,0,nonexistent,5058
telephone,may,thu,103,4,999,0,nonexistent,29671
cellular,may,wed,369,2,999,0,nonexistent,10269
cellular,jun,wed,123,1,999,0,nonexistent,14714
cellular,aug,mon,73,3,999,0,nonexistent,20586
telephone,jul,wed,104,1,999,0,nonexistent,7273
telephone,may,fri,86,3,999,0,nonexistent,36427
telephone,jun,fri,152,1,999,0,nonexistent,6451
telephone,may,tue,77,1,999,0,nonexistent,4177
telephone,may,mon,215,1,999,0,nonexistent,5185
cellular,nov,tue,94,2,999,0,nonexistent,31877
cellular,jul,tue,860,4,999,0,nonexistent,32233
cellular,may,fri,9,2,999,2,failure,18735
cellular,nov,wed,202,2,999,0,nonexistent,36786
cellular,may,fri,266,3,999,0,nonexistent,2280
cellular,jul,tue,261,1,999,0,nonexistent,39936
telephone,may,tue,166,1,999,0,nonexistent,32782
cellular,jul,tue,514,5,999,0,nonexistent,28834
telephone,nov,tue,194,2,999,0,nonexistent,25012
telephone,may,tue,191,1,999,0,nonexistent,30764
cellular,may,wed,149,1,999,1,failure,25778
telephone,may,wed,104,1,999,0,nonexistent,31652
telephone,jun,mon,157,2,999,0,nonexistent,36253
telephone,jul,tue,243,5,999,0,nonexistent,8574
cellular,may,thu,143,1,999,1,failure,34224
cellular,jul,thu,86,2,999,1,failure,834
cellular,jul,thu,211,1,999,0,nonexistent,6621
cellular,nov,mon,108,1,999,0,nonexistent,27551
cellular,jul,tue,277,2,999,0,nonexistent,3047
cellular,aug,tue,268,11,999,0,nonexistent,20916
cellular,nov,fri,957,1,999,1,failure,26273
cellular,may,thu,163,1,999,0,nonexistent,39722
cellular,aug,thu,140,1,999,0,nonexistent,28613
cellular,may,thu,314,2,999,0,nonexistent,18261
telephone,may,tue,292,7,999,0,nonexistent,23658
cellular,jul,wed,359,5,999,0,nonexistent,12317
telephone,may,fri,4,2,999,0,nonexistent,4160
cellular,jul,fri,84,5,999,2,failure,1274
telephone,may,tue,592,1,999,0,nonexistent,27725
telephone,jul,mon,251,2,999,0,nonexistent,634
cellular,aug,thu,94,6,999,0,nonexistent,29991
cellular,aug,wed,211,1,999,0,nonexistent,37533
cellular,aug,mon,78,2,999,0,nonexistent,15973
telephone,may,thu,133,2,999,0,nonexistent,35535
telephone,jul,thu,32,1,999,0,nonexistent,34123
cellular,jul,tue,78,2,999,0,nonexistent,37883
cellular,apr,fri,479,2,999,0,nonexistent,4108
telephone,jun,fri,13,2,999,0,nonexistent,40303
telephone,jun,mon,128,1,999,0,nonexistent,29391
cellular,jul,tue,889,5,999,0,nonexistent,16998
cellular,jul,tue,111,8,999,0,nonexistent,39810
telephone,jun,wed,83,11,999,0,nonexistent,16167
cellular,oct,fri,76,1,999,0,nonexistent,109
telephone,apr,thu,127,7,999,0,nonexistent,14663
cellular,nov,mon,128,1,999,0,nonexistent,20580
cellular,may,thu,97,1,999,1,failure,26893
cellular,jul,tue,107,3,999,0,nonexistent,1076
telephone,may,thu,604,1,999,0,nonexistent,17606
cellular,nov,tue,105,5,999,1,failure,8606
cellular,nov,wed,126,1,999,0,nonexistent,11180
cellular,may,thu,245,3,999,0,nonexistent,34408
cellular,nov,wed,186,5,999,0,nonexistent,5709
cellular,aug,fri,239,2,999,0,nonexistent,36637
cellular,aug,mon,58,2,999,0,nonexistent,30165
cellular,apr,fri,596,1,999,1,failure,4567
cellular,oct,tue,595,2,6,1,success,29267
telephone,jun,mon,111,3,999,0,nonexistent,843
cellular,aug,tue,561,2,999,0,nonexistent,26611
cellular,apr,fri,1064,3,999,1,failure,19123
cellular,apr,thu,126,1,999,0,nonexistent,32941
cellular,jun,tue,255,2,3,1,success,21973
cellular,jul,tue,112,6,999,0,nonexistent,12387
telephone,may,fri,911,2,999,0,nonexistent,8957
telephone,may,fri,93,2,999,0,nonexistent,15916
telephone,may,tue,344,1,999,0,nonexistent,24778
cellular,nov,fri,28,4,999,0,nonexistent,27556
cellular,may,thu,130,2,999,2,failure,33155
telephone,jun,tue,231,12,999,0,nonexistent,16210
cellular,jul,tue,630,2,999,0,nonexistent,15418
cellular,jul,thu,51,1,999,0,nonexistent,40814
cellular,nov,thu,182,2,999,0,nonexistent,23090
cellular,aug,wed,71,1,999,0,nonexistent,7996
cellular,jul,thu,391,2,999,0,nonexistent,22760
cellular,may,fri,612,3,999,0,nonexistent,25246
telephone,may,fri,135,3,999,0,nonexistent,18359
telephone,jun,thu,285,1,999,0,nonexistent,38485
cellular,may,wed,76,7,1,2,success,23040
cellular,apr,wed,309,2,999,0,nonexistent,13355
telephone,may,wed,156,1,999,0,nonexistent,29856
cellular,apr,thu,571,1,999,0,nonexistent,29344
cellular,jul,mon,84,6,999,0,nonexistent,34344
cellular,may,tue,277,1,999,0,nonexistent,16110
telephone,may,wed,263,6,999,0,nonexistent,16084
cellular,aug,mon,243,7,999,0,nonexistent,31729
cellular,apr,fri,73,1,999,0,nonexistent,15955
cellular,jun,fri,427,1,4,4,success,14459
telephone,may,tue,179,2,999,0,nonexistent,616
cellular,mar,fri,115,1,999,0,nonexistent,38964
cellular,nov,wed,589,2,999,0,nonexistent,39593
cellular,aug,thu,308,3,999,0,nonexistent,23312
cellular,oct,fri,373,3,999,0,nonexistent,4283
telephone,jun,fri,105,1,999,0,nonexistent,2105
telephone,may,mon,349,4,999,0,nonexistent,67
telephone,may,thu,70,6,999,0,nonexistent,31270
